name_short,iso,region_who,region_unicef,status_who,status_covax,status_csc,income_group,pop,pop_gen_fem,pop_gen_mal,pop_u18,pop_18p,pop_60p,pop_70per,pop_hcw,pop_old,pol_jj,pol_age_old,pol_age_old_source,del_date,del_dose_tot,del_dose_since_lm,del_cour_tot,del_cour_tot_per,del_cour_covax_prop,del_dose_jj_prop,pu_del_rem,pu_del_rem_per,pu_used_per,adm_tot_date,adm_tot_td,adm_tot_a1d,adm_tot_cps,adm_tot_cps_adj,adm_tot_pv,adm_tot_boost,adm_gen_date,adm_gen_fem_cps,adm_gen_mal_cps,adm_old_date,adm_old_target,adm_old_a1d,adm_old_cps,adm_old_cps_adj,adm_old_boost,adm_hcw_date,adm_hcw_target,adm_hcw_a1d,adm_hcw_cps,adm_hcw_cps_adj,adm_hcw_boost,dvr_4wk_td,dvr_4wk_td_per,dvr_4wk_td_max,dvr_4wk_td_max_per,dvr_4wk_cps,dvr_4wk_cps_per,dvr_4wk_td_lm,dvr_4wk_td_change_lm_trend,dvr_4wk_td_change_lm_per,cov_tot_a1d,cov_tot_cps,cov_tot_boost,cov_tot_cps_since_lm,cov_gen_fem_cps,cov_gen_mal_cps,cov_gen_diff,cov_hcw_a1d,cov_hcw_cps,cov_old_a1d,cov_old_cps,t10_status,t20_status,t40_status,t40_cour_req,t40_cour_need_del,t40_cour_need_adm,t70_status,t70_cour_req,t70_cour_need_del,t70_cour_need_adm,ct_target,ct_deadline,ct_status,fin_tot,fin_percapita,date_refresh,ri_dtp1,ri_dtp3,ri_mcv1,ri_mcv2,ri_zero_dose
Mexico,MEX,AMR,LACRO,Member State,Self-financing,,UMIC,128932753,66537512,63724708,39918669,90343547,15028718,90252927.1,1599664,15028718,,,,2023-11-20,274689125,0,137344562,1.06524183191838,0.1260277054143578,0.009829293387570404,24993919.5,0.1938523681410882,0.9090101601219196,2023-12-29,222226293,96727823,81346379,81346379,15381444,57014052,2023-12-01,,,,,,,,,,,,,,,0,0,816251.25,0.006330829296726488,0,0,0,Stable,,0.7502191704539187,0.6309209809550875,0.442199911763305,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,56730411,0,0,Goal not yet met,99278220,0,17931841,,,Not captured,1462566,0.01134363430524127,31/12/2023,0.83,0.78,0.99,0.97,311120
Micronesia,FSM,WPR,EAPRO,Member State,AMC,,LMIC,115023,57160,59095,42871,73383,9411,80516.09999999999,1184,24725,One dose,45 and older,Region database,,,,,,,0,,,,2023-03-28,198749,83871,80910,80910,2961,30537,,,,2024-02-01,,37148,34609,24725,20139,2024-02-01,458,864,848,1184,,887.59375,0.00771666318910131,887.59375,0.00771666318910131,235.46875,0.002047144918842319,126.7991071428571,Upward,6.000000000000001,0.7291672100362536,0.7034245324848074,0.265486033228137,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,50610,,0,Goal met after deadline,88568,,7658,,,Not captured,501826,4.362831781469793,31/12/2023,0.95,0.72,0.64,0.38,69
Monaco,MCO,EUR,Dev,Member State,Self-financing,,HIC,39244,19348,20172,6327,32553,13637,27470.8,1980,13637,,,,2023-11-20,71655,0,35828,0.9129548466007542,0,0,0,0,1,2023-12-23,71929,25123,25261,25261,0,17747,2023-12-01,12168,11954,2023-12-01,,12894,10471,10471,10420,2022-11-01,,24352,24185,1980,17639,0,0,1200,0.03057792273978188,0,0,0,Stable,,0.6401742941596168,0.6436907552746917,0.4522219957190908,0,0.6289022121149472,0.5926036089629189,0.03629860315202837,1,1,0.94551587592579,0.7678375009166238,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,17267,0,0,Goal not yet met,30218,0,4957,,,Not captured,,,31/12/2023,0.99,0.99,0.88,0.8,3
Mongolia,MNG,WPR,EAPRO,Member State,AMC,,LMIC,3278290,1690240,1639042,1179951,2149338,254001,2294803,39938,575815,One dose,50 and older,Region database,2023-11-20,6346588,0,3173294,0.9679723270363513,0.2567773424082357,0,43785.20000000019,0.01335610943510189,0.9931009859155817,2023-03-17,5668144,2284018,2185282,2185282,98736,1058839,,,,2024-02-01,,584284,565895,565895,364742,2024-02-01,56047,56015,54598,39938,22316,19.83928571428572,0.000006051717729147121,65905.23469387754,0.02010354016693994,4.339285714285714,0.000001323643031667642,25.48214285714286,Stable,-0.2214435879467414,0.696710175121786,0.6665920342617645,0.3229851538454499,0,,,,1,1,1,0.9827722445577138,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1442448,0,0,Goal not yet met,2524283,0,339001,0.41,,Goal met,43472880,13.26084025513301,31/12/2023,0.97,0.95,0.95,0.94,742
Montenegro,MNE,EUR,CEE-CIS,Member State,Self-financing,,UMIC,628062,317460,310591,136330,491723,141212,439643.4,12905,141212,,,,2023-11-20,1059200,0,529600,0.8432288532023908,0.04531722054380664,0,426305,0.6787626062395113,0.5975217145015106,2023-12-23,526975,272152,254365,254365,17787,0,,,,2024-02-01,0,182288,184606,141212,0,2024-02-01,11087,10899,5665,6401.289681591945,0,0,0,4632.392857142857,0.00737569357347341,0,0,0,Stable,,0.4333202772974643,0.4049998248580554,0,0,,,,0.9056006403817738,0.4960317459583065,1,1,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,276347,0,21982,Goal not yet met,483608,0,229243,,,Not captured,1017454,1.619989746235244,31/12/2023,0.94,0.83,0.18,0.79,445
Montserrat,MSR,AMR,,Territory or Area,,,Other,4999,,,,,,3499.3,,,,,,2023-11-20,5082,0,2541,0.5083016603320664,0,0,0,0,1,2023-12-29,4619,2104,1952,1952,152,563,,,,,,,,,,,,,,,,0,0,47.33333333333334,0.009468560378742415,0,0,0,Stable,,0.4208841768353671,0.3904780956191238,0.112622524504901,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,3) Goal not yet met,2200,0,248,Goal not yet met,3849,1308,1897,,,Not captured,,,31/12/2023,,,,,
Morocco,MAR,EMR,MENA,Member State,AMC,,LMIC,36910560,18804273,18540514,11700254,25644541,4579708,25837392,116863,2961430,One dose,65 and older,https://www.aa.com.tr/fr/monde/covid-19-le-maroc-commence-%C3%A0-vacciner-les-personnes-%C3%A2g%C3%A9es-de-plus-de-65-ans/2143331,2023-11-20,60928562,0,30464281,0.8253540721137799,0.09502242971038771,0.004963189513647146,0,0,1,2023-12-31,55389602,25020168,23521989,23521989,1498179,6925973,,,,,,,,,,,,,,,,0,0,323297.8928571428,0.00875895388358082,0,0,0,Stable,,0.6778593443177237,0.6372699032472008,0.1876420460702845,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,16240646,0,0,Goal not yet met,28421131,0,4899142,,,Not captured,5102270,0.1382333402690179,31/12/2023,0.99,0.99,0.99,0.99,6564
Mozambique,MOZ,AFR,ESARO,Member State,AMC,,LIC,31255435,16523661,15639384,16338661,15824386,1406840,21878804.5,111542,2853011,One dose,50 and older,Region/IST,2023-11-20,40147646,0,20073823,0.642250635769427,0.7829958448871448,0.2239159924843414,1182023.399999999,0.037818171463619,0.9705580895079129,2023-12-31,34950858,22869646,21329745,21329745,1539901,2323562,,,,2024-02-01,,2658710,1347482,1347482,91831,2024-02-01,,70343,54453,54453,59111,0,0,344513,0.01102249896697966,0,0,0,Stable,,0.7317014144899919,0.6824331512263387,0.0743410546037833,0,,,,0.6306413727564505,0.4881838231338868,0.9318961616341472,0.4723017191311215,2) Goal met after deadline,1) Goal met by deadline,2) Goal met after deadline,13752391,0,0,Goal not yet met,24066685,3992862,2736940,0.76,2022-06-30,Deadline past,127961958,4.094070615238597,31/12/2023,0.67,0.61,0.84,0.7,97446
Myanmar,MMR,SEAR,EAPRO,Member State,AMC,,LMIC,54409800,28393990,26412024,16777629,38028383,5637607,38086860,162273,5637607,One dose,60 and older,Regional assumption,2023-11-20,102824815,1424410,51412408,0.9449108065091215,0.02181185522374288,0,0,0,1,2023-08-21,93477104,41551927,35937796,35937796,5614131,15987381,,,,,,,,,,,,,,,,36235.9549549552,0.0006659821384190935,310632.9666666667,0.005709136344310523,6679.450450450448,0.0001227619004379808,36235.95495495466,Stable,1.465795248105542e-14,0.7636846119632861,0.6605022624600715,0.2938327470418932,0,,,,,,,,2) Goal met after deadline,1) Goal met by deadline,2) Goal met after deadline,23940312,0,0,Goal not yet met,41895546,0,5957750,0.7,2022-08-31,Deadline past,10044703,0.1846120184231517,31/12/2023,0.45,0.37,0.44,0.42,63637
Namibia,NAM,AFR,ESARO,Member State,No,,UMIC,2540905,1332843,1254501,1102002,1485342,146909,1778633.5,19318,146909,,,,2023-11-20,2082900,0,1041450,0.4098736473815432,0.2884920063373181,0.3249315857698401,868673,0.3418754341464951,0.582950213644438,2023-12-31,1005937,629767,550978,550978,78789,298560,2022-02-01,,,2024-02-01,,64651,46265,46265,,2024-02-01,,18870,15373,15373,,0,0,6308.912698412699,0.002482939227721107,0,0,1.380952380950995,Downward,-1,0.2478514545014473,0.2168432113754745,0.1175014414155586,0,,,,0.9768091934982918,0.7957863132829486,0.4400751485613543,0.3149228433928487,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,1117998,76548,567020,Goal not yet met,1956497,915047,1405519,0.6,2022-03-31,Deadline past,9340247,3.675952859315874,31/12/2023,0.97,0.93,0.9,0.63,5430
Nauru,NRU,WPR,EAPRO,Member State,Self-financing,,HIC,10834,5340,5533,4166,6449,742,7583.799999999999,218,742,,60 and older,Region database,2023-11-20,54276,0,27138,2.504892006645745,0.3697766968826001,0,16691.4,1.540649806165775,0.6924718107450807,2023-02-20,32157,13106,11346,11346,1760,7705,,,,2024-02-01,,1246,1159,742,501,2024-02-01,250,490,483,218,,10.8315789473684,0.0009997765319705006,238.1428571428571,0.02198106490150057,0,0,10.8315789473684,Stable,0,1.209710171681743,1,0.7111870038766845,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4767,0,0,Goal met by deadline,8342,0,0,,,Not captured,40000,3.692080487354624,31/12/2023,0.99,0.98,0.98,0.97,4
Nepal,NPL,SEAR,ROSA,Member State,AMC,,LMIC,29136808,15998314,13676606,10178416,19496504,2606665,20395765.6,68798,3693158,0,55 and older,Regional assumption,2023-11-20,70574463,0,35287232,1.211087775984246,0.6450116291354334,0.0525898440063228,889387.700000003,0.03052454132930426,0.987397882148958,2023-11-23,62627629,27883196,24471043,24471043,3412153,10273390,,,,2023-11-01,3733463,6162643,5018842,3693158,,2023-11-01,911342,903520,901288,68798,,514.432432432526,0.00001765575805120883,277591.0714285714,0.009527161363337103,28.81081081075328,9.888114995559321e-7,3139.942417507459,Downward,-0.8361650106816635,0.956974971314634,0.8398669819974789,0.352591471241462,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,12820196,0,0,Goal met after deadline,22435342,0,0,0.88,2022-04-13,Deadline past,25026027,0.8589145042929891,31/12/2023,0.92,0.91,0.9,0.87,23573
Netherlands,NLD,EUR,Dev,Member State,No,,HIC,17407585,8614040,8559054,3265844,13907255,4657170,12185309.5,1467661,4657170,,,,2023-11-20,68378626,0,34189313,1.964046879564282,0,0.03604635167720393,21249500.4,1.220703526652319,0.6892376807922406,2023-12-23,40291263,13469323,12405837,12405837,1063486,12146841,,,,2024-02-01,9020706,9134488,8853352,4657170,13594074,,,,,,,17008.39285714286,0.0009770679193663485,222762.1071428571,0.0127968415574508,0,0,41883.53571428572,Downward,-0.5939122004128796,0.7737617251330383,0.712668471818463,0.6977901299921845,0,,,,,,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,7659337,0,0,Goal met by deadline,13403840,0,998003,,,Not captured,,,31/12/2023,0.98,0.95,0.93,0.9,3386
New Caledonia,NCL,WPR,,Territory or Area,,,HIC,285498,143438,144779,75504,212714,42214,199848.6,,10240,,75 and older,Region database,2023-11-20,528773,0,264386,0.9260520213801848,0,0,0,0,1,2023-04-03,480497,192371,184801,184801,7570,103325,,,,2024-02-01,,6545,6545,6545,,2024-02-01,6517,6191,6191,,,14.25,0.00004991278397747095,3942.928571428572,0.01381070470346052,1.928571428571429,0.000006755113621011106,18.3785714285706,Stable,-0.224640497473731,0.673808573089829,0.6472935011803935,0.3619114669805042,0,,,,,,0.63916015625,0.63916015625,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,125619,0,0,Goal not yet met,219833,0,35032,,,Not captured,,,31/12/2023,,,,,
New Zealand,NZL,WPR,Dev,Member State,Self-financing,,HIC,4822233,2471782,2388860,1122956,3737687,1102303,3375563.1,317226,813455,,65 and older,Region database,2023-11-20,13869009,0,6934504,1.438027569385386,0.007255025016929833,0,229730.0999999996,0.04763977601248211,0.9834357234896884,2023-04-21,12252378,4259911,4096278,4096278,163633,2719283,2022-12-01,2096777,2043823,2024-02-01,,807174,804398,804398,749848,2024-02-01,240000,225971,225581,291181.1410193162,,9152.214285714286,0.001897920379565709,64473.28571428572,0.0133700063257594,0,0,394.7857142857143,Upward,22.18273927989868,0.8833897076312986,0.8494566728733348,0.5639053525617697,0,0.8482855688729831,0.8555641603107759,-0.007278591437792747,1,0.9178980947946138,0.992278614059782,0.9888660097977147,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2121783,0,0,Goal met by deadline,3713119,0,0,,,Not captured,,,31/12/2023,0.93,0.9,0.91,0.82,3772
Nicaragua,NIC,AMR,LACRO,Member State,AMC,,LMIC,6624554,3399234,3303145,2318258,4384127,599714,4637187.8,59987,599714,0,60 and older,eJRF - multiple,2023-11-20,18269606,0,9134803,1.378931019356171,0.3854527568903238,0.05438540929673032,934882.4000000004,0.1411238250907156,0.94882854069212,2023-12-29,15507763,6404524,6126708,6126708,277816,2892531,2023-01-01,2265525,1969619,2023-01-01,595405,532910,448948,448948,393553,2023-01-01,37305,33132,31974,52951.410834903,15631,0,0,188137.8571428571,0.02840007903065733,0,0,0,Stable,,0.9667856885157854,0.9248483746981306,0.4366378476196284,0,0.6664810366100127,0.5962859638314394,0.07019507277857329,1,0.8827147687816194,0.8886069026235839,0.7486035010021443,2) Goal met after deadline,1) Goal met by deadline,1) Goal met by deadline,2914804,0,0,Goal met by deadline,5100907,0,0,0.7,,Goal met,61387065,9.266595909701996,31/12/2023,0.88,0.87,0.83,0.83,1404
Niger,NER,AFR,WCARO,Member State,AMC,Concerted support country,LIC,24206644,12490795,12640015,14172411,10958406,1032827,16944650.8,44228,2104176,0,50 and older,Regional assumption,2023-11-20,10938460,0,5469230,0.2259392090865632,0.9428621579271671,0.7258060092554162,2472406,0.1021374958048708,0.7739712902913207,2023-12-31,7372208,6248483,5483001,5483001,765482,0,,,,2022-03-01,,147274,117568,117568,,2024-02-01,,22998,13222,13222,,0,0,90925.88095238096,0.00375623655027855,0,0,0,Stable,,0.2581309081919823,0.226508102486243,0,0,,,,0.5199873383377046,0.2989508908383829,0.06999129350396545,0.05587365315448898,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,10650923,5181693,5167922,Goal not yet met,18639116,13169886,13156115,0.428,2022-12-31,Deadline past,57579244,2.37865455450991,31/12/2023,0.94,0.82,0.8,0.66,82898
Nigeria,NGA,AFR,WCARO,Member State,AMC,Concerted support country,LMIC,206139589,104250709,107149995,105558740,105841968,9583675,144297712.3,1109420,20606608,0,50 and older,Region/IST,2023-11-20,141220416,0,70610208,0.3425358920260581,0.6414645457495324,0.5518171678519911,0,0,1,2023-12-31,133048021,93829435,81297808,81297808,12531627,16826715,2022-02-01,3826440,4428239,2024-02-01,,21724502,19756522,19756522,5045690,2024-02-01,,1009833,713833,713833,224355,0,0,436826.3928571428,0.002119080546227066,0,0,0,Stable,,0.4551742605832012,0.3943823134332533,0.08162777019992991,0,0.03670421080781331,0.04132747743012027,-0.004623266622306964,0.910235077788394,0.6434289989363812,1,0.9587469223464629,2) Goal met after deadline,2) Goal met after deadline,3) Goal not yet met,90701419,20091211,9403611,Goal not yet met,158727484,88117276,77429676,0.363,2022-12-31,Goal met,274644703,1.332323908921736,31/12/2023,0.7,0.56,0.59,0.36,2324614
Niue,NIU,WPR,EAPRO,Member State,No,,Other,1618,804,810,438,1152,286,1132.6,36,286,,,,2023-11-20,5416,0,2708,1.673671199011125,0,0,0,0,1,2023-03-04,4923,1638,1635,1635,3,1225,,,,2024-02-01,,112,112,112,103,2024-02-01,54,64,64,36,64,0.02189781021898593,0.00001353387528985533,77.55555555555556,0.04793297623952754,0.007299270072995309,0.000004511291763285111,0.02189781021898593,Stable,0,1.012360939431397,1,0.7571075401730532,0,,,,1,1,0.3916083916083916,0.3916083916083916,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,712,0,0,Goal met by deadline,1246,0,0,,,Not captured,,,31/12/2023,0.99,0.99,0.99,0.99,0
North Macedonia,MKD,EUR,CEE-CIS,Member State,No,,UMIC,2083380,1041030,1041632,407708,1674950,439420,1458366,45007,439420,,,,2023-11-20,2235581,0,1117790,0.5365271817911279,0.2471036599003391,0,149035.9000000001,0.07153562960189698,0.9333346007145346,2023-12-23,1862987,854570,838181,838181,16389,161633,,,,2024-02-01,880252,591364,580218,439420,213526,2024-02-01,22000,6992,4629,13885.12719091092,0,0,0,13191.75,0.006331898165481093,0,0,0,Stable,,0.4101844118691741,0.402317868079755,0.07758210216091159,0,,,,0.5181913914454421,0.308510391514896,1,1,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,916687,0,78506,Goal not yet met,1604203,486413,766022,,,Not captured,2819757,1.353453042651845,31/12/2023,0.89,0.81,0.7,0.8,407
Norway,NOR,EUR,Dev,Member State,No,,HIC,5367580,2701469,2764160,1130158,4335472,1287072,3757306,564302,1287072,,,,2023-11-20,23396235,0,11698118,2.179402635824711,0,0.01726346140735892,8035970.5,1.497131016212148,0.6565271933710701,2023-12-23,13020641,4346149,4061312,4061312,284837,3705726,2021-05-01,595385,410872,2024-02-01,2498078,2488300,2486218,1287072,3571452,2024-02-01,,282127,262346,262346,215478,2091.25,0.0003896076071525715,64064.85714285714,0.0119355197580394,0,0,10901,Downward,-0.808159801853041,0.8097036280782028,0.7566374418266705,0.6903904552889757,0,0.2203930528168193,0.1486426256077796,0.07175042720903971,0.4999574695818905,0.4649035445559292,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2361735,0,0,Goal met by deadline,4133037,0,71725,,,Not captured,,,31/12/2023,0.98,0.97,0.97,0.95,543
Oman,OMN,EMR,MENA,Member State,Self-financing,,HIC,5106626,1779899,3443477,1346386,3876989,234088,3574638.2,99901,234088,,60 and older,Region,2023-11-20,7794655,0,3897328,0.7631904118296503,0.06887795946350936,0,0,0,1,2022-10-25,7108547,3279632,3048826,3048826,230806,779859,2021-12-01,1050384,1893219,2023-04-01,197520,178109,164706,164706,38017,2023-08-01,52851,49607,48889,76979.41885973244,16816,0,0,56170.63163265307,0.01099955854073767,31.10714285714286,0.000006091525570336041,277.8214285714286,Downward,-1,0.6422307018371818,0.597033344521412,0.1527151195329362,0,0.590136856080036,0.5497986482848586,0.04033820779517738,1,0.7705570400669907,0.7608634359727966,0.7036071904582892,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,2246915,0,0,Goal not yet met,3932102,34774,883276,,,Not captured,,,31/12/2023,0.99,0.99,0.99,0.99,891
Pakistan,PAK,EMR,ROSA,Member State,AMC,,LMIC,220892340,109315131,115884798,91451795,133748142,15408512,154624638,1148724,15408512,0,60 and older,eJRF - multiple,2023-11-20,373963814,0,186981907,0.8464843416480626,0.3519489990012777,0,0,0,1,2023-11-14,340974144,165567890,140475871,140475871,25092019,53152375,2022-09-01,55205483,64895433,2023-04-01,22105992,23251535,21431292,15408512,4549343,2023-08-01,5406406,5401021,4375824,1148724,2701278,27571.73660714286,0.0001248197950510319,1381961.269230769,0.006256266148616875,0,0,6643.513392857143,Upward,3.150174008347294,0.7495411112943074,0.6359472265991659,0.2406257048116743,0,0.5050122750161641,0.5599995350554954,-0.0549872600393313,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,2) Goal met after deadline,97192630,0,0,Goal not yet met,170087102,0,29611231,0.65,2022-06-30,Deadline past,99090178,0.4485903766513588,31/12/2023,0.9,0.83,0.81,0.79,605066
Palau,PLW,WPR,EAPRO,Member State,Self-financing,,HIC,18092,9660,8514,4100,13857,2985,12664.4,364,1792,,65 and older,Region database,2023-11-20,6200,0,3100,0.1713464514702631,0,0.03225806451612903,0,0,1,2023-03-10,51032,20295,18278,18278,2017,12885,,,,2024-02-01,,2126,2126,1792,1065,2024-02-01,499,499,495,364,,4.713513513513525,0.0002605302627411853,256.7838345864662,0.01419322543590903,0.8492462311557704,0.00004694042843001163,4.713513513513525,Stable,0,1.121766526641609,1,0.7121932345788193,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,7960,4860,0,Goal met by deadline,13931,10831,0,,,Not captured,,,31/12/2023,0.99,0.95,0.93,0.84,3
Panama,PAN,AMR,LACRO,Member State,Self-financing,,UMIC,4314767,2188999,2192584,1367094,3014485,550050,3020336.9,102528,550050,,,,2023-11-20,10878883,0,5439442,1.260657180329784,0.09958374406786578,0,589718.7000000011,0.136674517998307,0.9457923483504693,2023-12-29,9201276,3746041,3178700,3178700,567341,1770843,,,,2023-12-01,554649,780618,693591,550050,404902,2023-12-01,88000,112569,80397,91099.81514621765,56178,886.2142857142857,0.0002053909946271225,71296.43367346938,0.01652382009815811,108.3571428571429,0.00002511309251626863,254.3214285714286,Upward,2.484622946215419,0.8681907968611051,0.7367025844037465,0.4104145136921646,0.0007524988354775664,,,,1,0.8885359623343636,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1898497,0,0,Goal met by deadline,3322371,0,143671,,,Not captured,2773240,0.6427322726812363,31/12/2023,0.93,0.74,0.8,0.97,2284
Papua New Guinea,PNG,WPR,EAPRO,Member State,AMC,Concerted support country,LMIC,8947024,4462411,4656594,3749460,5369550,556701,6262916.8,14292,1646256,0,45 and older,Region database,2023-11-20,1575680,0,787840,0.08805609552405358,0.861342404549147,0.6808489033306255,874442,0.09773551518359624,0.4450383326563769,2023-12-04,543670,399198,338004,338004,61194,37525,2022-12-01,117468,193249,2024-02-01,,215411,182856,182856,13966,2024-02-01,28765,33603,22716,14292,1396,92.96551724137888,0.00001039066367111331,4160.763392857143,0.0004650443983225197,78.48275862068944,0.000008771940102171341,65.61305418719088,Upward,0.4168753214284574,0.04461796458800155,0.03777837189215096,0.004194132037647379,0.00007017552081737405,0.02632388634753724,0.04150007494748308,-0.01517618859994584,1,1,0.1308490295555491,0.1110738548561099,3) Goal not yet met,3) Goal not yet met,3) Goal not yet met,3936691,3148851,3598687,Goal not yet met,6889208,6101368,6551204,0.2,2022-12-31,Deadline past,70745720,7.907178968112749,31/12/2023,0.39,0.31,0.38,0.2,136450
Paraguay,PRY,AMR,LACRO,Member State,Self-financing,,UMIC,7132538,3552177,3667464,2463416,4756222,729005,4992776.6,129342,729005,,,,2023-11-20,10751480,0,5375740,0.7536924444005766,0.2266822800209831,0,0,0,1,2023-12-29,9954852,3995915,3550673,3550673,445242,1660766,2023-12-01,1863943,1686790,2023-12-01,618404,666071,624217,624217,399359,2023-12-01,,106970,86499,86499,24916,1579.678571428571,0.0002214749604458569,63143.67857142857,0.008852904614238098,30.10714285714286,0.000004221098136055196,1540.464285714286,Stable,0.02545614726543471,0.5602374638592882,0.4978134010642495,0.2328436245274824,0.0001236987050451943,0.5247325794857632,0.4599336217069888,0.06479895777877442,0.8270322091818588,0.6687618870900403,0.9136713739960632,0.8562588733959301,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,3138317,0,0,Goal not yet met,5492054,116314,1941381,,,Not captured,4780658,0.6702604318406716,31/12/2023,0.79,0.7,0.68,0.67,16454
Peru,PER,AMR,LACRO,Member State,Self-financing,,UMIC,32971854,16789111,16570305,9737950,23621468,4270113,23080297.8,389042,4270113,,,,2023-11-20,104669243,3531,52334622,1.587251417527204,0.1294896139691235,0,2873980.700000003,0.08716466777997994,0.9725422615314032,2023-12-29,91328338,30542485,28709882,28709882,1832603,22245062,2023-07-01,14560569,14086578,2023-07-01,,3985748,3914577,3914577,754375,2023-07-01,,626073,605519,389042,146604,8143.928571428572,0.0002469963797434191,322080.9285714286,0.00976835966128652,243.1428571428571,0.000007374254937039851,11336.75,Downward,-0.2816346332565707,0.92631991516158,0.8707390855242778,0.6746682185357245,0.0002729210885658029,0.8672626561346816,0.8501097595970624,0.0171528965376192,1,1,0.9334057435950758,0.916738503173101,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,14507616,0,0,Goal met by deadline,25388328,0,0,,,Not captured,5486183,0.1663898851426432,31/12/2023,0.9,0.82,0.78,0.6,17565
Philippines,PHL,WPR,EAPRO,Member State,AMC,,LMIC,109581078,55306249,55740661,39161226,71885687,9861907,76706754.6,549858,9861907,One dose,60 and older,Region database,2023-11-20,283025020,0,141512510,1.291395490743393,0.3728354122190328,0.04496298595791991,65405360,0.5968672803164065,0.7689060846988015,2023-03-19,189317158,82684774,78443972,78443972,4240802,23811248,,,,2024-02-01,,14591592,14107793,9861907,5695266,2024-02-01,2121284,4821291,4448537,549858,2858232,672210.3877551024,0.006134365531201494,992331.6785714285,0.00905568458243702,157836.1581632655,0.001440359604449825,15128.65306122388,Upward,43.43293034976384,0.7545533910516924,0.7158532607244473,0.2172934272466274,0,,,,1,1,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,48215674,0,0,Goal met after deadline,84377430,0,5933458,0.8,2022-06-30,Deadline past,62349686,0.5689822288479404,31/12/2023,0.57,0.57,0.57,0.55,649849
Poland,POL,EUR,Dev,Member State,No,,HIC,37958138,19484889,18312111,6844459,30952546,9968194,26570696.6,1064293,9968194,,,,2023-11-20,105449730,0,52724865,1.38902664298233,0,0.1472165931577065,36270164,0.955530642730684,0.6560430832776907,2023-12-23,58634593,22984543,22705868,22705868,278675,12928562,,,,2024-02-01,19297068,14845860,14822650,9968194,12109578,2024-02-01,,596199,594883,594883,471465,13533.53571428571,0.0003565384507081383,331313.75,0.008728398374019295,0,0,307.7857142857143,Upward,42.97064284056626,0.6055234585005197,0.5981818180860189,0.3406005320914319,0,,,,0.5601831450549801,0.5589466434525079,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,16701581,0,0,Goal not yet met,29227766,0,6521898,,,Not captured,119772,0.003155370792950908,31/12/2023,0.99,0.9,0.8,0.95,3813
Portugal,PRT,EUR,Dev,Member State,No,,HIC,10295909,5355987,4811936,1617596,8550329,3034934,7207136.3,461765,3034934,,,,2023-11-20,35536190,0,17768095,1.725743205383808,0,0.04563235394677932,4622385,0.4489535600984818,0.8699245754820649,2023-12-23,27360186,9822021,8910340,8910340,911681,7052055,,,,2024-02-01,5914372,6011598,5884992,3034934,5916618,,,,,,,0,0,127807.9642857143,0.0124134706596294,0,0,0,Stable,,0.9539731751708372,0.8654252868785068,0.684937580547769,0,,,,,,1,1,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,4530200,0,0,Goal met by deadline,7927850,0,0,,,Not captured,,,31/12/2023,0.99,0.99,0.98,0.95,852
Puerto Rico,PRI,AMR,,Associate Member,,,HIC,2860853,1489086,1339160,541623,2286632,797015,2002597.1,,797015,,,,,,,,,,0,,,,2023-12-29,7846764,3136418,2688410,2688410,448008,1808780,,,,,,,,,,,,,,,,0,0,42219.78571428572,0.01475776130905213,0,0,0,Stable,,1.096322670196616,0.9397232224095401,0.632251989179451,0,,,,,,,,1) Goal met by deadline,1) Goal met by deadline,1) Goal met by deadline,1258775,,0,Goal met by deadline,2202857,,0,,,Not captured,,,31/12/2023,,,,,
