"ivac_study_id","first_author","study_design","publication_date","country","iso3c","continent","GNI_per_c_WB","year_GNI","q_GNI_per_c_WB","vaccine","vaccine_platform","dose_number","population_detail","history_of_COVID","outcome_detail","outcome_category","variant","timing_of_dose_days","max duration follow-up","VE","LCL","UCL"
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","general pop","excluded","symptomatic disease","symptomatic","other combinations","14+",NA,59,"55",62
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","excluded","symptomatic disease","symptomatic","other combinations","7+","15 weeks",91,"88",93
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","general pop","excluded","hospitalization or death","severe","other combinations","14+",NA,69,"59",77
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","excluded","hospitalization or death","severe","other combinations","0+","15 weeks",96,"82",99
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Moderna mRNA-1273","mRNA","1","general pop","excluded","symptomatic disease","symptomatic","other combinations","14+",NA,72,"63",80
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Moderna mRNA-1273","mRNA","2","general pop","excluded","symptomatic disease","symptomatic","other combinations","7+","15 weeks",94,"86",97
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Moderna mRNA-1273","mRNA","1","general pop","excluded","hospitalization or death","severe","other combinations","14+",NA,73,"42",87
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Moderna mRNA-1273","mRNA","2","general pop","excluded","hospitalization or death","severe","other combinations","0+","15 weeks",96,"74",100
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","symptomatic disease","symptomatic","alpha","14+",NA,61,"56",66
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","symptomatic disease","symptomatic","alpha","7+","15 weeks",90,"85",94
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","hospitalization or death","severe","alpha","14+",NA,59,"39",73
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","hospitalization or death","severe","alpha","0+","15 weeks",94,"59",99
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","symptomatic disease","symptomatic","other combinations","14+",NA,43,"22",59
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","symptomatic disease","symptomatic","other combinations","7+","15 weeks",88,"61",96
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","hospitalization or death","severe","other combinations","14+",NA,56,"-9",82
34,"Chung","Test-negative case-control","20Aug2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","hospitalization or death","severe","other combinations","7+","beta & gamma",100,NA,NA
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","close contacts","excluded","infection ","infection","alpha","14+",NA,21,"3",36
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts","excluded","infection ","infection","alpha","14+","12 weeks",65,"56",73
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","close contacts","excluded","symptomatic disease","symptomatic","alpha","14+",NA,30,"10",45
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts","excluded","symptomatic disease","symptomatic","alpha","14+","12 weeks",82,"73",88
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","close contacts","excluded","hospitalization","severe","alpha","14+",NA,65,"25",83
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","close contacts","excluded","hospitalization","severe","alpha","14+","12 weeks",94,"60",99
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","close contacts","excluded","infection ","infection","alpha","14+",NA,44,"31",54
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","close contacts","excluded","symptomatic disease","symptomatic","alpha","14+",NA,50,"37",61
35,"Martinez-Bas","Prospective cohort","27May2021","Spain","ESP","Europe",30370,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","close contacts","excluded","hospitalization","severe","alpha","14+",NA,92,"46",99
36,"Khan","Retrospective cohort","31May2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1+","hospital patients","included","infection ","infection","unknown","14+ up to 7 days post dose 2",NA,-1,"-50",32
36,"Khan","Retrospective cohort","31May2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","hospital patients","included","infection ","infection","unknown","7+","14 weeks",69,"44",83
36,"Khan","Retrospective cohort","31May2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1+","hospital patients","included","hospitalization or death","severe","unknown","14+ up to 7 days post dose 2",NA,9,"-114",61
36,"Khan","Retrospective cohort","31May2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","hospital patients","included","hospitalization or death","severe","unknown","7+","14 weeks",49,"-36",81
37,"Salo","Retrospective cohort","04Mar2022","Finland","FIN","Europe",49950,2019,4,"Multiple or heterologous RNA","mRNA","1","HCW","excluded","infection ","infection","alpha","4 weeks",NA,44.4,"30.4",55.6
37,"Salo","Retrospective cohort","04Mar2022","Finland","FIN","Europe",49950,2019,4,"Multiple or heterologous RNA","mRNA","1+","HCW","excluded","infection ","infection","alpha","12 weeks (inlcudes 2 dose recipients)",NA,63,"56.3",68.7
38,"Thompson","Cohort","30June2021","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1+","HCW","excluded","infection ","infection","original",">14 up to 13 days post dose 2",NA,80,"60",90
38,"Thompson","Cohort","30June2021","USA","USA","North America",66220,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","HCW","excluded","infection ","infection","original",">14","13 weeks",93,"78",98
38,"Thompson","Cohort","30June2021","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","1+","HCW","excluded","infection ","infection","original",">14 up to 13 days post dose 2",NA,83,"40",95
38,"Thompson","Cohort","30June2021","USA","USA","North America",66220,2019,4,"Moderna mRNA-1273","mRNA","2","HCW","excluded","infection ","infection","original",">14",NA,82,"20",96
39,"Emborg","Cohort","30June2021","Denmark","DNK","Europe",63020,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","priority groups","excluded","infection ","infection","other combinations",">14",NA,7,"-1",15
39,"Emborg","Cohort","30June2021","Denmark","DNK","Europe",63020,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","priority groups","excluded","infection ","infection","other combinations",">7","10 weeks",82,"79",84
39,"Emborg","Cohort","30June2021","Denmark","DNK","Europe",63020,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","priority groups","excluded","hospitalization","severe","other combinations",">14",NA,35,"18",49
39,"Emborg","Cohort","30June2021","Denmark","DNK","Europe",63020,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","priority groups","excluded","hospitalization","severe","other combinations",">7","10 weeks",93,"89",96
39,"Emborg","Cohort","30June2021","Denmark","DNK","Europe",63020,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","priority groups","excluded","death","death","other combinations",">14",NA,7,"-15",25
39,"Emborg","Cohort","30June2021","Denmark","DNK","Europe",63020,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","priority groups","excluded","death","death","other combinations",">7","10 weeks",94,"90",96
40,"Skowornski","Test-negative case-control","09Jul2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","> 70 years","included","infection ","infection","alpha","21+",NA,67,"57",75
40,"Skowornski","Test-negative case-control","09Jul2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","> 70 years","included","infection ","infection","gamma","21+",NA,61,"45",72
40,"Skowornski","Test-negative case-control","09Jul2021","Canada","CAN","North America",46580,2019,4,"Multiple or heterologous RNA","mRNA","1","> 70 years","included","infection ","infection","original","21+",NA,72,"58",81
40,"Skowornski","Test-negative case-control","09Jul2021","Canada","CAN","North America",46580,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","> 70 years","included","infection ","infection","other combinations","21+",NA,64,"57",71
40,"Skowornski","Test-negative case-control","09Jul2021","Canada","CAN","North America",46580,2019,4,"Moderna mRNA-1273","mRNA","1","> 70 years","included","infection ","infection","other combinations","21+",NA,71,"56",81
41,"Flacco","Retrospective cohort","10June2021","Italy","ITA","Europe",34890,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","general pop","unknown","infection ","infection","other combinations","14+",NA,55,"40",66
41,"Flacco","Retrospective cohort","10June2021","Italy","ITA","Europe",34890,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","unknown","infection ","infection","other combinations","14+","~14 weeks",98,"97",99
41,"Flacco","Retrospective cohort","10June2021","Italy","ITA","Europe",34890,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","unknown","hospitalization","severe","other combinations","14+","~14 weeks",99,"96",100
41,"Flacco","Retrospective cohort","10June2021","Italy","ITA","Europe",34890,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","unknown","death","death","other combinations","14+","~14 weeks",98,"87",100
41,"Flacco","Retrospective cohort","10June2021","Italy","ITA","Europe",34890,2019,4,"Moderna mRNA-1273","mRNA","1","general pop","unknown","infection ","infection","other combinations","14+",NA,93,"74",98
41,"Flacco","Retrospective cohort","10June2021","Italy","ITA","Europe",34890,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","general pop","unknown","infection ","infection","other combinations","21+",NA,95,"92",97
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","general pop","unknown","infection ","infection","alpha","28+",NA,38,"29",45
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","unknown","infection ","infection","alpha","14+","~20 weeks",92,"90",93
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","general pop","unknown","infection ","infection","alpha","28+",NA,37,"32",42
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","general pop","unknown","infection ","infection","alpha","14+","~20 weeks",73,"66",78
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","general pop","unknown","infection ","infection","delta","28+",NA,30,"17",41
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","general pop","unknown","infection ","infection","delta","14+","~20 weeks",79,"75",82
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","general pop","unknown","infection ","infection","delta","28+",NA,18,"9",25
42,"Sheikh","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","general pop","unknown","infection ","infection","delta","14+","~20 weeks",60,"53",66
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","hospital patients","included","hospitalization","severe","alpha","21+",NA,83,"62",93
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","hospital patients","included","hospitalization","severe","alpha","14+","~20 weeks",95,"78",99
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","hospital patients","included","hospitalization","severe","alpha","21+",NA,76,"61",85
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","hospital patients","included","hospitalization","severe","alpha","14+","~20 weeks",86,"53",96
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","hospital patients","included","hospitalization","severe","delta","21+",NA,94,"46",99
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","2","hospital patients","included","hospitalization","severe","delta","14+","~20 weeks",96,"86",99
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","hospital patients","included","hospitalization","severe","delta","21+",NA,71,"51",83
43,"Stowe","Test-negative case-control","14June2021","UK","GBR","Europe",43240,2019,4,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","hospital patients","included","hospitalization","severe","delta","14+","~20 weeks",92,"75",97
44,"Azamgarhi","Retrospective cohort","17June2021","UK","GBR","Europe",43240,2019,4,"BioNTech/Pfizer BNT162b2","mRNA","1","HCW","excluded","infection ","infection","other combinations",">14",NA,70,"6",91
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","infection ","infection","other combinations","7+",NA,58,"54",62
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","infection ","infection","other combinations","7+","~8 weeks",94,"92",95
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","hospitalization","severe","other combinations","7+",NA,40,"27",50
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","hospitalization","severe","other combinations","7+","~8 weeks",89,"81",93
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","death","death","other combinations","7+",NA,55,"21",74
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","death","death","other combinations","7+","~8 weeks",98.5,"86.6",99.8
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","asymptomatic infection","asymptomatic","other combinations","7+",NA,58,"41.7",69.7
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","2","general pop","excluded","asymptomatic infection","asymptomatic","other combinations","7+","~8 weeks",69.7,"47.7",82.5
45,"Young-Xu","Test-negative case-control","06Oct2021","USA","USA","North America",66220,2019,4,"Multiple or heterologous RNA","mRNA","1","general pop","excluded","hospitalization","severe","other combinations","7+",NA,53,"25.7",70.3
