"","Study_id_f","first author","study design","n_row","publication_date","clean_vaccine","vac_type","dose_number","dose","dose interval","timing_of_dose_days","population_detail","population_category","historyofCOVID","max duration follow-up","outcome_detail","outcome_category","outcome_final","variant_clean","VE","LCL","UCL","country_clean","Country.Code","continent","Region","GNI_per_c_WB","year_GNI","Economy","Income group","q_GNI_per_c_WB","min_period_days","max_period_days","include","justification","sensitivity"
"85",25,"Corchado-Garcia","Retrospective cohort",85,2021-11-02,"Janssen Ad26.COV2.S","Vectored","1","final",NA,">15","general pop","general pop","excluded",NA,"infection","infection","infection","other combinations",74.2,64.9,81.6,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"86",26,"Haas","Retrospective cohort",86,2021-05-05,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","general pop","general pop","excluded",NA,"infection","infection","infection","alpha",95.3,94.9,95.7,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"87",26,"Haas","Retrospective cohort",87,2021-05-05,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","general pop","general pop","excluded",NA,"asymptomatic infection","asymptomatic","infection","alpha",91.5,90.7,92.2,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"88",26,"Haas","Retrospective cohort",88,2021-05-05,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","general pop","general pop","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",97,96.7,97.2,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"89",26,"Haas","Retrospective cohort",89,2021-05-05,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","general pop","general pop","excluded",NA,"hospitalization","severe","severe","alpha",97.2,96.8,97.5,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"90",26,"Haas","Retrospective cohort",90,2021-05-05,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","general pop","general pop","excluded",NA,"severe/critical hospitalization","severe","severe","alpha",97.5,97.1,97.8,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"91",26,"Haas","Retrospective cohort",91,2021-05-05,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","general pop","general pop","excluded",NA,"death","death","death","alpha",96.7,96,97.3,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"92",27,"Abu-Raddad","Test-negative case-control",92,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"15-21","general pop","general pop","unknown",NA,"infection","infection","infection","alpha",65.5,58.2,71.5,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"93",27,"Abu-Raddad","Test-negative case-control",93,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14","general pop","general pop","unknown",NA,"infection","infection","infection","alpha",90,86,92,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"94",27,"Abu-Raddad","Test-negative case-control",94,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"15-21","general pop","general pop","unknown",NA,"severe/fatal infection","severe","severe","alpha",72,32,90,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"95",27,"Abu-Raddad","Test-negative case-control",95,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14","general pop","general pop","unknown",NA,"severe/fatal infection","severe","severe","alpha",100,82,100,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"96",27,"Abu-Raddad","Test-negative case-control",96,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"15-21","general pop","general pop","unknown",NA,"infection","infection","infection","beta",46.5,38.7,53.3,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"97",27,"Abu-Raddad","Test-negative case-control",97,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14","general pop","general pop","unknown",NA,"infection","infection","infection","beta",75,71,79,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"98",27,"Abu-Raddad","Test-negative case-control",98,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"15-21","general pop","general pop","unknown",NA,"severe/fatal infection","severe","severe","beta",56.5,0,82.8,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"99",27,"Abu-Raddad","Test-negative case-control",99,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14","general pop","general pop","unknown",NA,"severe/fatal infection","severe","severe","beta",100,74,100,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"100",27,"Abu-Raddad","Retrospective cohort",100,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14","general pop","general pop","unknown",NA,"infection","infection","infection","alpha",87,82,91,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"101",27,"Abu-Raddad","Retrospective cohort",101,2021-07-08,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14","general pop","general pop","unknown",NA,"infection","infection","infection","beta",72,66,77,"Qatar","QAT","Asia","Middle East & North Africa",65700,2019,"Qatar","High income",4,NA,NA,NA,NA,NA
"102",28,"Angel","Retrospective cohort",102,2021-05-06,"BioNTech/Pfizer BNT162b2","mRNA","1+","1+",NA,">7 days post dose 1 to 7 days post dose 2","HCW","HCW","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",89,83,94,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"103",28,"Angel","Retrospective cohort",103,2021-05-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","HCW","HCW","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",97,94,99,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"104",28,"Angel","Retrospective cohort",104,2021-05-06,"BioNTech/Pfizer BNT162b2","mRNA","1+","1+",NA,">7 days post dose 1 to 7 days post dose 2","HCW","HCW","excluded",NA,"asymptomatic infection","asymptomatic","infection","alpha",36,-51,69,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"105",28,"Angel","Retrospective cohort",105,2021-05-06,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">7","HCW","HCW","excluded",NA,"asymptomatic infection","asymptomatic","infection","alpha",86,69,97,"Israel","ISR","Asia","Middle East & North Africa",43800,2019,"Israel","High income",4,NA,NA,NA,NA,NA
"106",29,"Lopez-Bernal","Test-negative case-control",106,2021-05-13,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">=7","> 80 years","> 80 years","included",NA,"symptomatic disease","symptomatic","symptomatic","alpha",79,68,86,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"107",29,"Lopez-Bernal","Test-negative case-control",107,2021-05-13,"BioNTech/Pfizer BNT162b2","mRNA","1+","1+",NA,"28-34 (includes some with dose 2)","> 70 years","> 70 years","included",NA,"symptomatic disease","symptomatic","symptomatic","alpha",61,51,69,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"108",29,"Lopez-Bernal","Test-negative case-control",108,2021-05-13,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1+","1+",NA,"28-34 (includes some with dose 2)","> 70 years","> 70 years","included",NA,"symptomatic disease","symptomatic","symptomatic","alpha",60,41,73,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"109",30,"Pilishvili","Test-negative case-control",109,2021-05-14,"Multiple or heterologous RNA","mRNA","1+","1+",NA,">14 up to 6 days post dose 2","HCW","HCW","excluded",NA,"symptomatic disease","symptomatic","symptomatic","unknown",82,74,87,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"110",30,"Pilishvili","Test-negative case-control",110,2021-05-14,"Multiple or heterologous RNA","mRNA","2","final",NA,">7","HCW","HCW","excluded",NA,"symptomatic disease","symptomatic","symptomatic","unknown",94,87,97,"USA","USA","North America","North America",66220,2019,"United States","High income",4,NA,NA,NA,NA,NA
"111",31,"Ismail","Screening method",111,2021-05-12,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","1",NA,"28+","70-79 years","70-79 years","included",NA,"hospitalization","severe","severe","alpha",84,74,89,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"112",31,"Ismail","Screening method",112,2021-05-12,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","1",NA,"28+",">= 80 years",">= 80 years","included",NA,"hospitalization","severe","severe","alpha",73,60,81,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"113",31,"Ismail","Screening method",113,2021-05-12,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"28+","70-79 years","70-79 years","included",NA,"hospitalization","severe","severe","alpha",81,73,87,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"114",31,"Ismail","Screening method",114,2021-05-12,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"28+",">= 80 years",">= 80 years","included",NA,"hospitalization","severe","severe","alpha",81,76,85,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"115",31,"Ismail","Screening method",115,2021-05-12,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14",">= 80 years",">= 80 years","included",NA,"hospitalization","severe","severe","alpha",93,89,95,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"116",32,"Ranzani","Test-negative case-control",116,2021-08-20,"Sinovac CoronaVac","Inactivated","1","1",NA,">14",">= 70 years",">= 70 years","included",NA,"symptomatic disease","symptomatic","symptomatic","gamma",12.5,3.7,20.6,"Brazil","BRA","South America","Latin America & Caribbean",9410,2019,"Brazil","Upper middle income",3,NA,NA,NA,NA,NA
"117",32,"Ranzani","Test-negative case-control",117,2021-08-20,"Sinovac CoronaVac","Inactivated","2","final",NA,">14",">= 70 years",">= 70 years","included",NA,"symptomatic disease","symptomatic","symptomatic","gamma",46.8,38.7,53.8,"Brazil","BRA","South America","Latin America & Caribbean",9410,2019,"Brazil","Upper middle income",3,NA,NA,NA,NA,NA
"118",32,"Ranzani","Test-negative case-control",118,2021-08-20,"Sinovac CoronaVac","Inactivated","1","1",NA,">14",">= 70 years",">= 70 years","included",NA,"hospitalization","severe","severe","gamma",16.9,5.7,26.8,"Brazil","BRA","South America","Latin America & Caribbean",9410,2019,"Brazil","Upper middle income",3,NA,NA,NA,NA,NA
"119",32,"Ranzani","Test-negative case-control",119,2021-08-20,"Sinovac CoronaVac","Inactivated","2","final",NA,">14",">= 70 years",">= 70 years","included",NA,"hospitalization","severe","severe","gamma",55.5,46.5,62.9,"Brazil","BRA","South America","Latin America & Caribbean",9410,2019,"Brazil","Upper middle income",3,NA,NA,NA,NA,NA
"120",32,"Ranzani","Test-negative case-control",120,2021-08-20,"Sinovac CoronaVac","Inactivated","1","1",NA,">14",">= 70 years",">= 70 years","included",NA,"death","death","death","gamma",31.2,17.6,42.5,"Brazil","BRA","South America","Latin America & Caribbean",9410,2019,"Brazil","Upper middle income",3,NA,NA,NA,NA,NA
"121",32,"Ranzani","Test-negative case-control",121,2021-08-20,"Sinovac CoronaVac","Inactivated","2","final",NA,">14",">= 70 years",">= 70 years","included",NA,"death","death","death","gamma",61.2,48.9,70.5,"Brazil","BRA","South America","Latin America & Caribbean",9410,2019,"Brazil","Upper middle income",3,NA,NA,NA,NA,NA
"122",33,"PHE","Test-negative case-control",122,2021-05-20,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"28+",">= 65 years",">= 65 years","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",54,50,58,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"123",33,"PHE","Test-negative case-control",123,2021-05-20,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,">14",">= 65 years",">= 65 years","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",90,82,95,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"124",33,"PHE","Test-negative case-control",124,2021-05-20,"Oxford/AstraZeneca ChAdOx1-S","Vectored","1","1",NA,"28+",">= 65 years",">= 65 years","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",53,49,57,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"125",33,"PHE","Test-negative case-control",125,2021-05-20,"Oxford/AstraZeneca ChAdOx1-S","Vectored","2","final",NA,">14",">= 65 years",">= 65 years","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",89,78,94,"UK","GBR","Europe","Europe & Central Asia",43240,2019,"United Kingdom","High income",4,NA,NA,NA,NA,NA
"126",34,"Chung","Test-negative case-control",126,2021-08-20,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+","general pop","general pop","excluded",NA,"symptomatic disease","symptomatic","symptomatic","other combinations",59,55,62,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"127",34,"Chung","Test-negative case-control",127,2021-08-20,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"7+","general pop","general pop","excluded","15 weeks","symptomatic disease","symptomatic","symptomatic","other combinations",91,88,93,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"128",34,"Chung","Test-negative case-control",128,2021-08-20,"BioNTech/Pfizer BNT162b2","mRNA","1","1",NA,"14+","general pop","general pop","excluded",NA,"hospitalization or death","severe","severe","other combinations",69,59,77,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"129",34,"Chung","Test-negative case-control",129,2021-08-20,"BioNTech/Pfizer BNT162b2","mRNA","2","final",NA,"0+","general pop","general pop","excluded","15 weeks","hospitalization or death","severe","severe","other combinations",96,82,99,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"130",34,"Chung","Test-negative case-control",130,2021-08-20,"Moderna mRNA-1273","mRNA","1","1",NA,"14+","general pop","general pop","excluded",NA,"symptomatic disease","symptomatic","symptomatic","other combinations",72,63,80,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"131",34,"Chung","Test-negative case-control",131,2021-08-20,"Moderna mRNA-1273","mRNA","2","final",NA,"7+","general pop","general pop","excluded","15 weeks","symptomatic disease","symptomatic","symptomatic","other combinations",94,86,97,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"132",34,"Chung","Test-negative case-control",132,2021-08-20,"Moderna mRNA-1273","mRNA","1","1",NA,"14+","general pop","general pop","excluded",NA,"hospitalization or death","severe","severe","other combinations",73,42,87,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"133",34,"Chung","Test-negative case-control",133,2021-08-20,"Moderna mRNA-1273","mRNA","2","final",NA,"0+","general pop","general pop","excluded","15 weeks","hospitalization or death","severe","severe","other combinations",96,74,100,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"134",34,"Chung","Test-negative case-control",134,2021-08-20,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","general pop","general pop","excluded",NA,"symptomatic disease","symptomatic","symptomatic","alpha",61,56,66,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"135",34,"Chung","Test-negative case-control",135,2021-08-20,"Multiple or heterologous RNA","mRNA","2","final",NA,"7+","general pop","general pop","excluded","15 weeks","symptomatic disease","symptomatic","symptomatic","alpha",90,85,94,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"136",34,"Chung","Test-negative case-control",136,2021-08-20,"Multiple or heterologous RNA","mRNA","1","1",NA,"14+","general pop","general pop","excluded",NA,"hospitalization or death","severe","severe","alpha",59,39,73,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
"137",34,"Chung","Test-negative case-control",137,2021-08-20,"Multiple or heterologous RNA","mRNA","2","final",NA,"0+","general pop","general pop","excluded","15 weeks","hospitalization or death","severe","severe","alpha",94,59,99,"Canada","CAN","North America","North America",46580,2019,"Canada","High income",4,NA,NA,NA,NA,NA
