"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID ","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","owid_who","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","earliest_date","min_pub_date"
"46",14,"Andrejko","Test-negative case-control","20Jul2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">=15","infection ","infection","USA","general pop","general pop",87,"68.6",94.6,NA,"B.1.427/ B.1.429 & alpha",NA,NA,NA,46,"USA","USA",14,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-07-20,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","25/05/2021",2021-05-25
"47",14,"Andrejko","Test-negative case-control","20Jul2021","mRNA-1273 (Moderna)","excluded","2","final",">=15","infection ","infection","USA","general pop","general pop",86.2,"68.4",93.9,NA,"B.1.427/ B.1.429 & alpha",NA,NA,NA,47,"USA","USA",14,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-07-20,"infection","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","other combinations","25/05/2021",2021-05-25
"48",15,"Glampson","Retrospective cohort","17Sept2021","BNT162b2 (Pfizer BioNTech)","unknown","1","1","22-28","infection ","infection","UK",">= 16 years","general pop",78,"73",82,NA,"alpha",NA,NA,NA,48,"UK","GBR",15,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-09-17,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha",NA,2021-09-17
"49",15,"Glampson","Retrospective cohort","17Sept2021","AZD1222 (AstraZeneca)","unknown","1","1","22-28","infection ","infection","UK",">= 16 years","general pop",74,"65",81,NA,"alpha",NA,NA,NA,49,"UK","GBR",15,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-09-17,"infection","2021 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","alpha",NA,2021-09-17
"50",16,"Bjork","Retrospective cohort","29Sept2021","BNT162b2 (Pfizer BioNTech)","unknown","1","1",">14","infection ","infection","Sweden","general pop","general pop",42,"14",63,NA,"original & alpha",NA,NA,NA,50,"Sweden","SWE",16,"SWE",56230,2019,"Sweden","Europe & Central Asia","High income",4,"Europe",2021-01-03,2021-08-08,2022-01-23,2020-12-23,2020-12-23,11,228,396,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-29,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","21/04/2021",2021-04-21
"51",16,"Bjork","Retrospective cohort","29Sept2021","BNT162b2 (Pfizer BioNTech)","unknown","2","final",">7","infection ","infection","Sweden","general pop","general pop",86,"72",94,NA,"original & alpha",NA,NA,NA,51,"Sweden","SWE",16,"SWE",56230,2019,"Sweden","Europe & Central Asia","High income",4,"Europe",2021-01-03,2021-08-08,2022-01-23,2020-12-23,2020-12-23,11,228,396,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-09-29,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","21/04/2021",2021-04-21
"52",17,"Mason","Case-control","18Oct2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1","21-27","infection ","infection","UK","80-83 years","80-83 years",55,"40",66,NA,"alpha",NA,NA,NA,52,"UK","GBR",17,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-18,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","22/04/2021",2021-04-22
"53",17,"Mason","Case-control","18Oct2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final","35-41","infection ","infection","UK","80-83 years","80-83 years",70,"55",80,NA,"alpha",NA,NA,NA,53,"UK","GBR",17,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-18,"infection","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","22/04/2021",2021-04-22
"54",17,"Mason","Case-control","18Oct2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1","21-27","hospitalization","severe","UK","80-83 years","80-83 years",50,"19",69,NA,"alpha",NA,NA,NA,54,"UK","GBR",17,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-18,"severe","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","22/04/2021",2021-04-22
"55",17,"Mason","Case-control","18Oct2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final","35-41","hospitalization","severe","UK","80-83 years","80-83 years",75,"52",87,NA,"alpha",NA,NA,NA,55,"UK","GBR",17,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-18,"severe","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","22/04/2021",2021-04-22
"56",17,"Mason","Case-control","18Oct2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1","35-41","ED or UC visit","symptomatic","UK","80-83 years","80-83 years",58,"31",74,NA,"alpha",NA,NA,NA,56,"UK","GBR",17,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-18,"symptomatic","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","22/04/2021",2021-04-22
"57",17,"Mason","Case-control","18Oct2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final","35-41","ED or UC visit","symptomatic","UK","80-83 years","80-83 years",79,"60",90,NA,"alpha",NA,NA,NA,57,"UK","GBR",17,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-18,"symptomatic","2021 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","alpha","22/04/2021",2021-04-22
"58",18,"Hall","Prospective cohort","23Apr2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1",">21","infection ","infection","UK","HCW","HCW",72,"58",86,NA,"alpha",NA,NA,NA,58,"UK","GBR",18,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-04-23,"infection","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","21/02/2021",2021-02-21
"59",18,"Hall","Prospective cohort","23Apr2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">7","infection ","infection","UK","HCW","HCW",86,"76",97,NA,"alpha",NA,NA,NA,59,"UK","GBR",18,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-04-23,"infection","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","21/02/2021",2021-02-21
"60",19,"Vasileiou","Prospective cohort","23Apr2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1","28-34","hospitalization","severe","UK","general pop","general pop",91,"85",94,NA,"original & alpha",NA,NA,NA,60,"UK","GBR",19,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-04-23,"severe","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2021-04-23
"61",19,"Vasileiou","Prospective cohort","23Apr2021","AZD1222 (AstraZeneca)","excluded","1","1","28-34","hospitalization","severe","UK","general pop","general pop",88,"75",94,NA,"original & alpha",NA,NA,NA,61,"UK","GBR",19,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-04-23,"severe","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","other combinations",NA,2021-04-23
"62",20,"Pritchard","Prospective cohort","09Jun2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1",">21","infection ","infection","UK",">= 16 years","general pop",66,"60",71,NA,"original & alpha",NA,NA,NA,62,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"infection","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","23/04/2021",2021-04-23
"63",20,"Pritchard","Prospective cohort","09Jun2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">0","infection ","infection","UK",">= 16 years","general pop",80,"74",85,NA,"original & alpha",NA,NA,NA,63,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"infection","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","23/04/2021",2021-04-23
"64",20,"Pritchard","Prospective cohort","09Jun2021","BNT162b2 (Pfizer BioNTech)","excluded","1","1",">21","symptomatic disease","symptomatic","UK",">= 16 years","general pop",78,"72",83,NA,"original & alpha",NA,NA,NA,64,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"symptomatic","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","23/04/2021",2021-04-23
"65",20,"Pritchard","Prospective cohort","09Jun2021","BNT162b2 (Pfizer BioNTech)","excluded","2","final",">0","symptomatic disease","symptomatic","UK",">= 16 years","general pop",95,"91",98,NA,"original & alpha",NA,NA,NA,65,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"symptomatic","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations","23/04/2021",2021-04-23
"66",20,"Pritchard","Prospective cohort","09Jun2021","AZD1222 (AstraZeneca)","excluded","1","1",">21","infection ","infection","UK",">= 16 years","general pop",61,"54",68,NA,"original & alpha",NA,NA,NA,66,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"infection","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","other combinations","23/04/2021",2021-04-23
"67",20,"Pritchard","Prospective cohort","09Jun2021","AZD1222 (AstraZeneca)","excluded","2","final",">0","infection ","infection","UK",">= 16 years","general pop",79,"65",88,NA,"original & alpha",NA,NA,NA,67,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"infection","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","other combinations","23/04/2021",2021-04-23
"68",20,"Pritchard","Prospective cohort","09Jun2021","AZD1222 (AstraZeneca)","excluded","1","1",">21","symptomatic disease","symptomatic","UK",">= 16 years","general pop",71,"62",78,NA,"original & alpha",NA,NA,NA,68,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"symptomatic","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","other combinations","23/04/2021",2021-04-23
"69",20,"Pritchard","Prospective cohort","09Jun2021","AZD1222 (AstraZeneca)","excluded","2","final",">0","symptomatic disease","symptomatic","UK","general pop","general pop",92,"78",97,NA,"original & alpha",NA,NA,NA,69,"UK","GBR",20,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"who","before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-09,"symptomatic","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","other combinations","23/04/2021",2021-04-23
"70",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","1+","1+",">14 days post dose 1 to <14 days post dose 2","infection ","infection","Israel",">= 16 years","general pop",65.9,"65.4",66.4,NA,"alpha",NA,NA,NA,70,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"71",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","infection ","infection","Israel",">= 16 years","general pop",94.5,"94.3",94.7,NA,"alpha","~8 weeks",NA,NA,71,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"infection","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"72",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","1+","1+",">14 days post dose 1 to <14 days post dose 2","hospitalization","severe","Israel",">= 16 years","general pop",74.9,"73.5",76.3,NA,"alpha",NA,NA,NA,72,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"73",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","Israel",">= 16 years","general pop",95.8,"95.2",96.2,NA,"alpha","~8 weeks",NA,NA,73,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"74",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","1+","1+",">14 days post dose 1 to <14 days post dose 2","severe disease","severe","Israel",">= 16 years","general pop",72.1,"69.9",74.1,NA,"alpha",NA,NA,NA,74,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"75",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe disease","severe","Israel",">= 16 years","general pop",96.3,"95.7",96.9,NA,"alpha","~8 weeks",NA,NA,75,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"severe","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"76",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","1+","1+",">14 days post dose 1 to <14 days post dose 2","death","death","Israel",">= 16 years","general pop",69.1,"65.5",72.3,NA,"alpha",NA,NA,NA,76,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"death","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"77",21,"Goldberg","Prospective cohort","30Mar2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","death","death","Israel",">= 16 years","general pop",96,"94.9",96.9,NA,"alpha","~8 weeks",NA,NA,77,"Israel","ISR",21,"ISR",43800,2019,"Israel","Middle East & North Africa","High income",4,"Asia",2020-12-20,2021-03-07,NA,2020-12-16,2020-12-16,4,81,NA,"who","before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-30,"death","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","alpha","24/04/2021",2021-04-24
"78",22,"Tenforde","Test-negative case-control","28Apr2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","unknown","1+","1+",">14 days post dose 1 to 14 days post dose 2","hospitalization","severe","USA","hospital patients >= 65 years",">= 65 years",64,"28",82,NA,"original & alpha",NA,NA,NA,78,"USA","USA",22,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-04-28,"severe","2021 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-04-28
"79",22,"Tenforde","Test-negative case-control","28Apr2021","BNT162b2 (Pfizer BioNTech) or mRNA-1273 (Moderna)","unknown","2","final",">14","hospitalization","severe","USA","hospital patients >= 65 years",">= 65 years",94,"49",99,NA,"original & alpha",NA,NA,NA,79,"USA","USA",22,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"owid","before jan/2021","before Jun/2021","<180","yes","yes","no",2021-04-28,"severe","2021 (Jan-Jun)","Multiple or heterologous RNA","mRNA","other combinations",NA,2021-04-28
"80",23,"Gras-Valenti","Case-control","29Apr2021","BNT162b2 (Pfizer BioNTech)","included","1","1",">12","infection ","infection","Spain","HCW","HCW",53,"1",77,NA,"original & alpha",NA,NA,NA,80,"Spain","ESP",23,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,186,244,"who","before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2021-04-29,"infection","2021 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","other combinations",NA,2021-04-29
