"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose"
"44",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","death","death","Greece","60-79 years","60-79 years",96.2,93.6,97.7,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"45",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","death","death","Greece",">= 80 years",">= 80 years",96.7,87.9,99.1,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"46",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","death","death","Greece",">= 80 years",">= 80 years",92,80,96.8,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"47",235,"Voko","Retrospective cohort","22Jul2022","mRNA-1273 (Moderna)","included","2","final","14-120","death","death","Hungary","18-64 years","18-64 years",77.7,30.7,92.8,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"death","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"48",235,"Voko","Retrospective cohort","22Jul2022","mRNA-1273 (Moderna)","included","2","final","240+","death","death","Hungary","18-64 years","18-64 years",100,NA,NA,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"death","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"49",311,"Monge","Case cohort","02Sept2022","mRNA-1273 (Moderna)","included","2","final","14+","death","death","Spain","50-59 years","50-59 years",94,75,99,NA,"delta","~21 weeks",NA,NA,"Spain","ESP",311,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,186,244,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-09-02,"death","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"50",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~24 weeks","death","death","USA",">=5 years","general pop",93,91.1,94.5,NA,"delta","~24 weeks",NA,"Note: this study includes additional VE estimates for individuals vaccinated during different time periods","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"death","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"51",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~37 weeks","death","death","USA",">=5 years","general pop",85.1,80.1,88.8,NA,"delta","~37 weeks",NA,"Note: this study includes additional VE estimates for individuals vaccinated during different time periods","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"death","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2"
"52",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","14+","death","death","UK",">= 16 years","general pop",93.2,91.7,94.5,"delta","delta","~20.5 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"53",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","14-69","death","death","UK",">= 16 years","general pop",94.1,91.8,95.8,"delta","delta","~8 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"54",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","140+","death","death","UK",">= 16 years","general pop",78.7,52.7,90.4,"delta","delta","~20.5 weeks",NA,NA,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"55",117,"Sheikh","Retrospective cohort","20Oct2021","AZD1222 (AstraZeneca)","unknown","2","final","14+","death","death","Scotland",">= 18 years","general pop",91,86,94,"delta","delta","~25 weeks",NA,NA,"UK","GBR",117,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-10-20,"death","2021 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"56",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","death","death","Greece","15-59 years","15-59 years",97.5,89.7,99.4,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"57",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","death","death","Greece","15-59 years","15-59 years",94.5,77.2,98.7,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"58",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","death","death","Greece","60-79 years","60-79 years",95.4,91.2,97.6,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"59",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","death","death","Greece","60-79 years","60-79 years",89.8,85.2,93,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"60",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","14+","death","death","Greece",">= 80 years",">= 80 years",92.6,84.2,96.5,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"61",174,"Lytras","Retrospective cohort","14Jun2022","AZD1222 (AstraZeneca)","included","2","final","6 months","death","death","Greece",">= 80 years",">= 80 years",83.4,69.6,90.9,NA,"delta","~48 weeks",NA,NA,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"death","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"62",235,"Voko","Retrospective cohort","22Jul2022","AZD1222 (AstraZeneca)","included","2","final","14-120","death","death","Hungary","18-64 years","18-64 years",90.1,73.5,96.3,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"death","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"63",235,"Voko","Retrospective cohort","22Jul2022","AZD1222 (AstraZeneca)","included","2","final","240+","death","death","Hungary","18-64 years","18-64 years",57.1,35.2,71.6,NA,"delta","~47 weeks",NA,NA,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"death","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"64",352,"Khanam","Test-negative case-control","02Dec2022","AZD1222 (AstraZeneca)","excluded","2","final","14+","death","death","Bangladesh",">=18 years","general pop",86,-23,98,NA,"delta","~36 weeks",NA,NA,"Bangladesh","BGD",352,"BGD",2220,2019,"Bangladesh","South Asia","Lower middle income",2,"Asia",2021-02-07,2022-02-18,2022-07-16,2021-01-27,2021-01-27,11,387,535,"jan/2021","Dec/2021 +","360+","yes","no","no",2022-12-02,"death","2022 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"65",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","<91","death","death","Mexico",">=65 years",">=65 years",85.4,82.9,87.6,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"death","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"66",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","AZD1222 (AstraZeneca)","excluded","2","final","141+","death","death","Mexico",">=65 years",">=65 years",73.6,66.6,79.2,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"death","2023 (Jul-Dec)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2"
"67",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","CoronaVac (Sinovac)","excluded","2","final","<91","death","death","Mexico",">=65 years",">=65 years",75.6,70.5,79.8,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"death","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"68",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","CoronaVac (Sinovac)","excluded","2","final","141+","death","death","Mexico",">=65 years",">=65 years",59.2,51.6,65.5,NA,"delta","~33 weeks",NA,NA,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"death","2023 (Jul-Dec)","Sinovac CoronaVac","Inactivated","delta","yes",NA,"Sinovac CoronaVac x 2"
"69",244,"Sharma","Matched case-control","27Apr2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","death","death","USA","veterans","veterans",50.7,37.9,61.6,NA,"omicron","~42 weeks",NA,NA,"USA","USA",244,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-27,"death","2022 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"70",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","death","death","Hong Kong","18-50 years","18-50 years",84.2,67.3,92.4,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"71",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","death","death","Hong Kong","51-64 years","51-64 years",86.9,80.3,91.3,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"72",301,"Yan","Case-control","18Aug2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","death","death","Hong Kong",">= 65 years",">= 65 years",90.6,88.5,92.4,NA,"omicron BA.2","~52 weeks",NA,NA,"Hong Kong","HKG",301,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-08-18,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"73",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~47 weeks","death","death","USA",">=5 years","general pop",75.2,67.7,81,NA,"omicron","~47 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"74",326,"Lin","Retrospective cohort","26Sep2022","BNT162b2 (Pfizer BioNTech)","included","2","final","~60 weeks","death","death","USA",">=5 years","general pop",59.1,27.2,77,NA,"omicron","~60 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"75",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","death","death","Hong Kong","60-79 years","60-79 years",92.1,88.7,94.5,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"76",332,"Wan","Case-control","17Oct2022","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-180","death","death","Hong Kong",">=80 years",">=80 years",92.5,89.3,94.8,NA,"omicron BA.2","~24 weeks",NA,NA,"Hong Kong","HKG",332,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-10-17,"death","2022 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"77",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14-30","death","death","Hong Kong",">=18 years","general pop",89.8,83.7,93.6,NA,"omicron BA.2","~32 weeks",NA,NA,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"death","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"78",392,"Yan","Case-control","03May2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","211-240","death","death","Hong Kong",">=18 years","general pop",73.8,55.9,84.4,NA,"omicron BA.2","~32 weeks",NA,NA,"Hong Kong","HKG",392,"HKG",50480,2019,"Hong Kong SAR, China","East Asia & Pacific","High income",4,"Asia",2021-02-23,2021-08-19,2022-03-04,NA,2021-02-23,NA,177,374,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-05-03,"death","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","omicron","yes",NA,"BioNTech/Pfizer BNT162b2 x 2"
"79",244,"Sharma","Matched case-control","27Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","death","death","USA","veterans","veterans",65.6,52.8,76.3,NA,"omicron","~42 weeks",NA,NA,"USA","USA",244,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-27,"death","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
"80",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~46 weeks","death","death","USA",">=5 years","general pop",69.6,62.3,75.5,NA,"omicron","~46 weeks",NA,"Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021","USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"death","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","omicron","yes",NA,"Moderna mRNA-1273 x 2"
