,study ID,first author,study design,publication date,primary series vaccine,historyofCOVID,dose_number,dose,timing_of_dose_days,outcome_detail,outcome_category,country,population_detail,population_category,VE,LCL,UCL,variant_sequenced,variant_context,max duration follow-up,dose interval,notes,country_clean,iso3c,Study_id_f,Country.Code,GNI_per_c_WB,year_GNI,Economy,Region,Income group,q_GNI_per_c_WB,continent,owid_vac_intro,owid_vac_F40,owid_vac_F70,who_vac_intro,min_vac_intro,diff_owid_who_intro,diff_min_vac_intro_8Dec2020,diff_intro_F40,diff_intro_F70,diff_min_vac_intro_8Dec2020_clean,V1_date_group,V1_group,V40_date_group,V40_group,V1_dummy,V40_dummy,V70_dummy,publication_date,outcome_final,semester,clean_vaccine,vac_type,variant_clean,include_population,inclusion_notes,max_follow_up_days,n_estimates,min_period_days,max_period_days,include,justification,sensitivity
179,207,Altarawneh,Test-negative case-control,15-Jun-22,mRNA-1273 (Moderna),excluded,2,final,14+,hospitalization or death,severe,Qatar,>= 18 years,general pop,84.8,47.9,95.6,omicron BA.2,omicron BA.2,44 weeks,NA,NA,Qatar,QAT,207,QAT,65700,2019,Qatar,Middle East & North Africa,High income,4,Asia,28/01/2021,31/05/2021,16/08/2021,NA,28/01/2021,NA,51,123,200,51,Jan-21,30-59,before Jun/2021,<180,yes,yes,yes,15/06/2022,severe,2022 (Jan-Jun),Moderna mRNA-1273,mRNA,omicron,yes,NA,308,3,14,308,no,nested endpoint,0
180,207,Altarawneh,Test-negative case-control,15-Jun-22,mRNA-1273 (Moderna),excluded,2,final,14+,hospitalization or death,severe,Qatar,>= 18 years,general pop,66.3,38.3,81.6,omicron,omicron,44 weeks,NA,NA,Qatar,QAT,207,QAT,65700,2019,Qatar,Middle East & North Africa,High income,4,Asia,28/01/2021,31/05/2021,16/08/2021,NA,28/01/2021,NA,51,123,200,51,Jan-21,30-59,before Jun/2021,<180,yes,yes,yes,15/06/2022,severe,2022 (Jan-Jun),Moderna mRNA-1273,mRNA,omicron,yes,NA,308,3,14,308,yes,NA,0
181,230,Plumb,Test-negative case-control,12-Apr-22,mRNA-1273 (Moderna),included,2,final,14+,hospitalization,severe,USA,hospitalized adults,general pop,35.9,21.7,47.4,NA,omicron,~55 weeks,NA,NA,USA,USA,230,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,12/04/2022,severe,2022 (Jan-Jun),Moderna mRNA-1273,mRNA,omicron,yes,NA,385,1,14,385,yes,NA,0
182,244,Sharma,Matched case-control,27-Apr-22,mRNA-1273 (Moderna),excluded,2,final,14+,hospitalization,severe,USA,veterans,veterans,66.7,61.4,71.6,NA,omicron,~42 weeks,NA,NA,USA,USA,244,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,27/04/2022,severe,2022 (Jan-Jun),Moderna mRNA-1273,mRNA,omicron,yes,NA,294,1,14,294,yes,NA,0
183,272,Adams,Prospective test-negative case control,11-Oct-22,mRNA-1273 (Moderna),included,2,final,14+,hospitalization,severe,USA,>= 18 years,general pop,41,25,54,"omicron BA.1, BA.2, BA.5","omicron BA.1, BA.2, BA.5",~72 weeks,NA,NA,USA,USA,272,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,11/10/2022,severe,2022 (Jul-Dec),Moderna mRNA-1273,mRNA,omicron,yes,NA,504,1,14,504,yes,NA,0
184,299,Risk,Retrospective cohort,16-Aug-22,mRNA-1273 (Moderna),included,2,final,14+,hospitalization,severe,USA,>= 18 years,general pop,79,63,88,NA,omicron,~56 weeks,NA,NA,USA,USA,299,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,16/08/2022,severe,2022 (Jul-Dec),Moderna mRNA-1273,mRNA,omicron,yes,NA,392,1,14,392,yes,NA,0
185,310,Penayo,Test-negative case-control,01-Jun-22,mRNA-1273 (Moderna),included,2,final,14+,hospitalization with SARI,severe,Paraguay,>=18 years,general pop,42.1,-105.4,83.7,NA,omicron,~52 weeks,NA,NA,Paraguay,PRY,310,PRY,5950,2019,Paraguay,Latin America & Caribbean,Upper middle income,2,South America,23/02/2021,10/12/2021,NA,22/02/2021,22/02/2021,1,76,291,NA,76,Feb-21,60-89,Dec/2021 +,270-359,yes,yes,no,01/06/2022,severe,2022 (Jan-Jun),Moderna mRNA-1273,mRNA,omicron,yes,NA,364,1,14,364,yes,NA,0
186,324,Link-Gelles,Test-negative case-control,05-Oct-22,mRNA-1273 (Moderna),included,2,final,150+,hospitalization,severe,USA,>=18 years,general pop,28,17,38,NA,omicron BA.4 or BA.5,~82 weeks,NA,NA,USA,USA,324,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,05/10/2022,severe,2022 (Jul-Dec),Moderna mRNA-1273,mRNA,omicron,yes,NA,574,1,150,574,yes,NA,0
187,326,Lin,Retrospective cohort,26-Sep-22,mRNA-1273 (Moderna),included,2,final,~46 weeks,hospitalization,severe,USA,>=5 years,general pop,64.7,57.2,70.9,NA,omicron,~46 weeks,NA,Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021,USA,USA,326,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,26/09/2022,severe,2022 (Jul-Dec),Moderna mRNA-1273,mRNA,omicron,yes,NA,322,2,NA,322,yes,NA,0
188,326,Lin,Retrospective cohort,26-Sep-22,mRNA-1273 (Moderna),included,2,final,~59 weeks,hospitalization,severe,USA,>=5 years,general pop,61.5,49.6,70.6,NA,omicron,~59 weeks,NA,Persons vaccinated between July 2021 and June 2022. The study includes additional VE estimates for individuals vaccinated between December 2020 and March 2021 and between April 2021 and June 2021,USA,USA,326,USA,66220,2019,United States,North America,High income,4,North America,13/12/2020,14/05/2021,NA,14/12/2020,13/12/2020,-1,5,152,NA,5,before jan/2021,<30,before Jun/2021,<180,yes,yes,no,26/09/2022,severe,2022 (Jul-Dec),Moderna mRNA-1273,mRNA,omicron,yes,NA,413,2,NA,413,no,sequential period,0
189,418,Paternina-Caicedo,Test-negative case-control,09-Sep-23,mRNA-1273 (Moderna),excluded,2,final,14+,hospitalization,severe,Colombia,>=5 years,general pop,95,54,99,NA,omicron BA.1,~25 weeks,NA,NA,Colombia,COL,418,COL,6630,2019,Colombia,Latin America & Caribbean,Upper middle income,3,South America,18/02/2021,26/10/2021,29/07/2022,17/02/2021,17/02/2021,1,71,251,527,71,Feb-21,60-89,Sep-Nov/2021,180-269,yes,yes,no,09/09/2023,severe,2023 (Jul-Dec),Moderna mRNA-1273,mRNA,omicron,yes,NA,175,1,14,175,yes,NA,0
190,194,Smid,Retrospective cohort,15-Oct-22,AZD1222 (AstraZeneca),included,2,final,75-135,hospitalization,severe,Czech Republic,all ages,general pop,-139,-861,41,NA,omicron,~54 weeks,NA,NA,Czech Republic,CZE,194,CZE,22100,2019,Czechia,Europe & Central Asia,High income,3,Europe,27/12/2020,16/07/2021,NA,23/12/2020,23/12/2020,4,15,205,NA,15,before jan/2021,<30,Jun-Aug/2021,180-269,yes,yes,no,15/10/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,378,2,75,135,yes,NA,0
191,194,Smid,Retrospective cohort,15-Oct-22,AZD1222 (AstraZeneca),included,2,final,135+,hospitalization,severe,Czech Republic,all ages,general pop,13,-8,30,NA,omicron,~54 weeks,NA,NA,Czech Republic,CZE,194,CZE,22100,2019,Czechia,Europe & Central Asia,High income,3,Europe,27/12/2020,16/07/2021,NA,23/12/2020,23/12/2020,4,15,205,NA,15,before jan/2021,<30,Jun-Aug/2021,180-269,yes,yes,no,15/10/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,378,2,135,378,no,sequential period,0
192,203,Baum,Retrospective cohort,05-Nov-22,AZD1222 (AstraZeneca),excluded,2,final,91-180,hospitalization,severe,Finland,>= 70 years,>= 70 years,37,-154,85,NA,omicron,NA,NA,NA,Finland,FIN,203,FIN,49950,2019,Finland,Europe & Central Asia,High income,4,Europe,17/01/2021,15/08/2021,31/10/2021,23/12/2020,23/12/2020,25,15,235,312,15,before jan/2021,<30,Jun-Aug/2021,180-269,yes,yes,yes,05/11/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,NA,2,91,180,yes,NA,1
193,203,Baum,Retrospective cohort,05-Nov-22,AZD1222 (AstraZeneca),excluded,2,final,181+,hospitalization,severe,Finland,>= 70 years,>= 70 years,51,12,73,NA,omicron,~56 weeks,NA,NA,Finland,FIN,203,FIN,49950,2019,Finland,Europe & Central Asia,High income,4,Europe,17/01/2021,15/08/2021,31/10/2021,23/12/2020,23/12/2020,25,15,235,312,15,before jan/2021,<30,Jun-Aug/2021,180-269,yes,yes,yes,05/11/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,392,2,181,392,no,sequential period,1
194,210,Stowe,Test-negative case-control,30-Sep-22,AZD1222 (AstraZeneca),included,2,final,14-174,hospitalization with ARI,severe,UK,18-64 years,18-64 years,59,31.9,75.3,NA,omicron,~43 weeks,NA,NA,UK,GBR,210,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,30/09/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,301,4,14,174,yes,NA,0
195,210,Stowe,Test-negative case-control,30-Sep-22,AZD1222 (AstraZeneca),included,2,final,175+,hospitalization with ARI,severe,UK,18-64 years,18-64 years,53,41.7,62,NA,omicron,~43 weeks,NA,NA,UK,GBR,210,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,30/09/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,301,4,175,301,no,sequential period,0
196,210,Stowe,Test-negative case-control,30-Sep-22,AZD1222 (AstraZeneca),included,2,final,14-174,hospitalization with ARI,severe,UK,>= 65 years,>= 65 years,71.2,50,83.4,NA,omicron,~43 weeks,NA,NA,UK,GBR,210,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,30/09/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,301,4,14,174,yes,NA,1
197,210,Stowe,Test-negative case-control,30-Sep-22,AZD1222 (AstraZeneca),included,2,final,175+,hospitalization with ARI,severe,UK,>= 65 years,>= 65 years,53.1,43.4,61.2,NA,omicron,~43 weeks,NA,NA,UK,GBR,210,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,30/09/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,301,4,175,301,no,sequential period,1
198,240,Cerqueira-Silva,Test-negative case-control,11-Jan-23,AZD1222 (AstraZeneca),included,2,final,14-59,severe disease,severe,Brazil,>= 18 years,general pop,77.1,72.9,80.6,NA,omicron,~7 weeks,NA,NA,Brazil,BRA,240,BRA,9410,2019,Brazil,Latin America & Caribbean,Upper middle income,3,South America,19/01/2021,24/09/2021,05/02/2022,17/01/2021,17/01/2021,2,40,250,384,40,Jan-21,30-59,Sep-Nov/2021,180-269,yes,yes,yes,11/01/2023,severe,2023 (Jan-Jun),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,49,2,14,59,yes,NA,0
199,240,Cerqueira-Silva,Test-negative case-control,11-Jan-23,AZD1222 (AstraZeneca),included,2,final,150+,severe disease,severe,Brazil,>= 18 years,general pop,67.8,66.7,69,NA,omicron,~36 weeks,NA,NA,Brazil,BRA,240,BRA,9410,2019,Brazil,Latin America & Caribbean,Upper middle income,3,South America,19/01/2021,24/09/2021,05/02/2022,17/01/2021,17/01/2021,2,40,250,384,40,Jan-21,30-59,Sep-Nov/2021,180-269,yes,yes,yes,11/01/2023,severe,2023 (Jan-Jun),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,252,2,150,252,no,sequential period,0
200,247,Kirsebom,Test-negative case-control,12-Dec-22,AZD1222 (AstraZeneca),included,2,final,175+,hospitalization,severe,UK,>= 65 years,>= 65 years,61,49.8,69.7,omicron,omicron,~44.5 weeks,NA,NA,UK,GBR,247,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,12/12/2022,severe,2022 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,311.5,1,175,311.5,yes,NA,1
201,310,Penayo,Test-negative case-control,01-Jun-22,AZD1222 (AstraZeneca),included,2,final,14+,hospitalization with SARI,severe,Paraguay,>=18 years,general pop,10.1,-31,38.3,NA,omicron,~48 weeks,NA,NA,Paraguay,PRY,310,PRY,5950,2019,Paraguay,Latin America & Caribbean,Upper middle income,2,South America,23/02/2021,10/12/2021,NA,22/02/2021,22/02/2021,1,76,291,NA,76,Feb-21,60-89,Dec/2021 +,270-359,yes,yes,no,01/06/2022,severe,2022 (Jan-Jun),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,336,1,14,336,yes,NA,0
202,396,Park,Retrospective cohort,15-May-23,AZD1222 (AstraZeneca),included,2,final,14+,critical infection,severe,South Korea,>=60 years,>=60 years,72,70,74,NA,"omicron BA.1, BA.2, BA.4/BA.5",~80 weeks,NA,NA,South Korea,KOR,396,KOR,33830,2019,"Korea, Rep.",East Asia & Pacific,High income,4,Asia,26/02/2021,15/09/2021,25/10/2021,26/02/2021,26/02/2021,0,80,201,241,80,Feb-21,60-89,Sep-Nov/2021,180-269,yes,yes,yes,15/05/2023,severe,2023 (Jan-Jun),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,560,1,14,560,yes,NA,1
203,418,Paternina-Caicedo,Test-negative case-control,09-Sep-23,AZD1222 (AstraZeneca),excluded,2,final,14+,hospitalization,severe,Colombia,>=5 years,general pop,10,-78,55,NA,omicron BA.1,~43 weeks,NA,NA,Colombia,COL,418,COL,6630,2019,Colombia,Latin America & Caribbean,Upper middle income,3,South America,18/02/2021,26/10/2021,29/07/2022,17/02/2021,17/02/2021,1,71,251,527,71,Feb-21,60-89,Sep-Nov/2021,180-269,yes,yes,no,09/09/2023,severe,2023 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,301,1,14,301,yes,NA,0
204,420,Irala,Test-negative case-control,15-Sep-23,AZD1222 (AstraZeneca),included,2,final,14+,hospitalization due to SARI,severe,Paraguay,>=5 years,general pop,10,-31.3,38.2,NA,omicron BA.1,~52 weeks,NA,NA,Paraguay,PRY,420,PRY,5950,2019,Paraguay,Latin America & Caribbean,Upper middle income,2,South America,23/02/2021,10/12/2021,NA,22/02/2021,22/02/2021,1,76,291,NA,76,Feb-21,60-89,Dec/2021 +,270-359,yes,yes,no,15/09/2023,severe,2023 (Jul-Dec),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,364,1,14,364,yes,NA,0
205,240,Cerqueira-Silva,Test-negative case-control,11-Jan-23,AZD1222 (AstraZeneca),included,2,final,60-149,severe disease,severe,Scotland,>= 18 years,general pop,78.8,31.8,93.4,NA,omicron,~19 weeks,NA,NA,UK,GBR,500,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,11/01/2023,severe,2023 (Jan-Jun),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,133,2,60,149,yes,NA,0
206,240,Cerqueira-Silva,Test-negative case-control,11-Jan-23,AZD1222 (AstraZeneca),included,2,final,150+,severe disease,severe,Scotland,>= 18 years,general pop,52.8,33.3,66.7,NA,omicron,~35.5 weeks,NA,NA,UK,GBR,500,GBR,43240,2019,United Kingdom,Europe & Central Asia,High income,4,Europe,10/01/2021,04/06/2021,23/12/2021,21/12/2020,21/12/2020,20,13,165,367,13,before jan/2021,<30,Jun-Aug/2021,<180,yes,yes,yes,11/01/2023,severe,2023 (Jan-Jun),Oxford/AstraZeneca ChAdOx1-S,Vectored,omicron,yes,NA,248.5,2,150,248.5,no,sequential period,0
